review_id,text,original_stars,prompt3_predicted_stars,prompt3_explanation
xRW_1aHFX_8NZ1Zo5CLAwA,"Neat!!!!!!!!!!!!!!!!

This place is like a trip to a non-petting zoo and aquarium and aviary while you dine on fairly decent Mexican food.  I was here for a late brunch and didn't wait at all.  I was near a window that right on the pond, and just about every turtle in the pond crawled out to come on over and see what the Rock was cooking and how I was enjoying it... no joke, see pic!

The ducks and geese were very active in the lagoon, showing off for all the diners, and it thrilled the kids to pieces.  The guacamole is decent and the 3 types of salsa you're given were all good in their own ways.  

If anything, swing in here for the atmosphere.  I bet its awesome at night.",4,4,"4 stars - The review is very positive, highlighting a unique atmosphere and decent food, with minor flaws but overall a great experience."
etX1xc1ewwvl9cQB_8Q7BA,"I've been going to this place for years, and they have always stayed true to their own style.  The place is a bit shabby, but the food is delicious. Their prices are decent, not too expensive not too cheap.  The staff is friendly enough, and if anything ever goes wrong, they have no problem fixing it.

All in all, a good place to grab a slice of pizza.",4,4,"4 stars - The review reflects a long-term positive experience with good food and friendly service, despite some minor issues."
iAMyylgz85tvjOjYQXPa6w,"Beer is almost a 4, food is a 3, service was a 4.5.  + Check in deal makes it a 5.  Add that up and divide by the hungry fellow and you get a 4.  

I got a pretzel and an oatmeal stout pulled pork burger.  Forget the pretzel, it's a essentially a utensil to enjoy their amazing sauces.  Even if you don't like pretzels or the sauce, it makes for a great palate cleanser between beers.  The burger was nothing spectacular.  I don't know where the oatmeal stout in the sauce, but it might have been in there. 

Best part of the trip was getting a got a complete education beer mixology.  WHAT PEOPLE MIX BEERS!   I learned about the Stumbler and the Snake bite; ask and you shall receive.  

Sampler note: Make sure to bring another mouth to finish a sampler, unless you plan to taxi and walk home.  
Beer Recommendations:
Lady friend who hates beer: Snake Bite
Hop Head: Pale
Complex Beer Drinker: Stumbler or MonkeyShine

Pilsner.  light and amazing wheat finish, I can drink this all day
Blonde ok l",4,4,"4 stars - The review is mostly positive, with good food and service, and a unique experience, though it notes some aspects could be improved."
TM0OXCu8Yk6H-Rb0BU0ERg,"I love the layout of this outdoor bar. However, the price of drinks here and the lack of well options is a huge turn off. It's also going to be interesting to see if people are into the idea of an outdoor ""dance club"" once summer comes back around. 

The view is awesome. I'm always up for supporting independent downtown businesses, this place just needs to make some changes to make me want to come back.",3,3,"3 stars - The review is mixed, appreciating the layout and view but expressing concerns about pricing and service, leading to an average rating."
lzSjJafXh1eGE0yaYJQkuw,"The waiter got the drink wrong: ""up"" means served strained without ice, not on the rocks, but I was happy about the mistake, The Salmon melted in my mouth and the bread pudding made me fat for hours, but was so worth it.  Great atmosphere and none of our plates were empty when taken away.  I would definitely go back.  Good service, great food, fun atmosphere.  Great flexible hours on a Sunday.  GO !",5,4,"The review expresses a very positive experience with great food, atmosphere, and service, with only a minor issue regarding the drink order. This aligns with a 4-star rating as it indicates a verygood"
xVcX2Oy8d0V30VOAj7AC5Q,I am in love with Yogurtland fro yo!!  It is super delicious and inexpensive!!  I got the coconut and added shredded coconut and mochi pieces...yummm.   Can't wait to go back.,5,5,"The reviewer expresses strong enthusiasm and satisfaction with the product, indicating an exceptional experience. This fits the criteria for a 5-star rating."
_dJQfEtgn9A1OOHEgDNmvg,I found this restaurant when they were located in Buckeye. I have tried everything on the menu probably more than once and have never been disappointed. My favorite is the Red-Chili Frybread with cheese added. The service is excellent there. You always get treated friendly and with a smile!,5,5,"The reviewer has consistently positive experiences and praises the service and food, indicating an exceptional level of satisfaction, which aligns with a 5-star rating."
DcMPVUltzJd9Py9BK7VrvQ,"We use to visit this Pub 10 years ago because they had a nice English waitress and excellent fish and chips for the price.  However, we went back a few weeks ago and boy were we disappointed.  The price of the fish and chip dinner went up and they cut the portion in half.  No one assisted us in putting two tables together, we had to do it ourselves.  Two guests wanted a good English hot tea and they didn't brew it in advance, it was just thrown into a small metal tea pot and we had to ask for cream and sugar.  So we've decided there are newer and better places to eat fish and chips, especially up in north Phoenix.",1,2,"The review indicates disappointment with the changes in quality and service compared to previous visits, which suggests a below-expectation experience, fitting a 2-star rating."
2AqetcqrCB8wINZEMGUPNw,"Writing my 7/29/11 review prompted me to return to this establishment for a manicure. I got there at 9am, but unfortunately the sign on the door states they don't open until 10am. So I ran a few errands and returned at 10am. There was no one in the store and all the lights were out. Again, it is already over 100 degrees outside by 10am. I decided I didn't need a manicure that bad and left.",2,1,"The review describes a frustrating experience with the establishment being closed during business hours, leading to a negative impression, which aligns with a 1-star rating."
xJcCUTWuvqzUOk3qd1moNg,This place is way under seasoned.  The beans were ok.  I hate that they use store bought tortillas.  I don't plan on returning.  There are better places near downtown Chandler.,2,2,"The reviewer expresses dissatisfaction with the food quality and indicates they do not plan to return, which suggests a disappointing experience, fitting a 2-star rating."
NSVZ5tKuCxMx3zbUe60hIg,"If you appreciate a good dive bar, you will love this place!  We came here for the first time when our team was playing in Glendale.  Dos Gringos played host to all BCS fans and it was a blast.  They have giant Jenga, dancing, multiple levels & bars and a great outdoor space. The facilities are a little beat, definitely a place where you don't want to touch anything in the bathroom, at least when it is packed.   The bar staff does a good job of managing the crowd and I never felt like I was wasting time begging for them to ask me what I wanted.

We returned for a bachelorette party and although we still had a good time, I think this place really thrives when you are with a huge group.  Food is decent, but not why you come here.",4,3,"The review describes a decent experience with some fun aspects but also notes cleanliness issues and that the food is not the main draw, indicating an average experience, fitting a 3-star rating."
LbSa1y7dGRZc4z6TXFG4AQ,"As Target's go this one is standard fare. That consistency is part of their brand recognition. However, as a part of the Up-Scale Desert Ridge Shopping Center, I'd expect a bit more than a Standard Target. Don't they have some sort of a Flagship Target?

Also traffic and parking can be atrocious at Desert Ridge. I drive to Target's and WalMart's much further from my house because the round trip time is less when I don't have to negotiate the teen packed Desert Ridge lot. Probably safer too.",3,-1,BATCH FAILED: Incomplete predictions
n00HCW6_X4U0esmFO_BbAw,"Let's rewind four years:

""You've never been to Chino Bandido?""
""No, what is it?""
""How long have you lived here?""
""About eleven years, but a bunch of those years were when I was a toddler, and I just moved back from a few years in Flagstaff.""
""And you've never been to Chino?""
""NO. What is it?""
""Amazing.""
""Take me there.""
""Okay.""

Yet we never went.

On the drive home from the Children's Museum of Phoenix, I realized that I was hungry, on a budget, and Chino Bandido was not too far off of path.  I ran the plan by my father, checking to make sure that would be an appropriate Father's Day dinner.  I received a confused look and thumbs up.  He's not the most adventurous when it comes to dining experiences, but is generally a good sport.

If my friend and I had been on the ball, I could have been eating here for four years.  Granted, I rarely have business around 19th and Greenway, but I could have made Chino Bandido my business.

We both ate a perfectly reasonably sized and delicious dinne",4,-1,BATCH FAILED: Incomplete predictions
8Hxmm9e4G-H86RmGSW0j_Q,"Ahh man,
.....I REALLY wanted this to be good.

But honestly, you end up with something that's more like ""flame broiled"" than the earthy wood-fired imagery you pick up from their corporately consistent signage, menu, and decor.

That being said, it's a cool concept, and great crust- but the signature pizzas like the ""Greek"" end up feeling themed ,and lacking of soul and an intuitive fussing-over that they need to really be crack good.

The salad's, while seemingly possessing all the right stuff- are the same. Too salty/ too soggy, and somehow too rich.
The gelato tastes like it must come from a squeeze tube.

Anyhow- enough bitching. Better than Pizza Hut, but for all the fuss and flash, you expect alot more.",2,-1,BATCH FAILED: Incomplete predictions
Fz9aX8NFZV9V6qrNxsvpSw,"WOW what can I say... our friends have eaten here for years and we finally got to eat at Don and Charlie's for the first time in all the years that we have been coming to Spring Training.  

We had an excellent dinner i was in the mood for fish and had the Macademia crusted Halibut.... WONDERFUL!!!!! My hubby had the prime rib and finished off every last juicy bite... the scalloped potatoes were the BEST I have ever had at any restaurant.

Must make this one of our usual stops during our yearly visit to Az.",5,-1,BATCH FAILED: Incomplete predictions
hoNecQuL86iCHowOtzMZig,"Favorite Pho in the phoenix area so far.  
Great, tender meat in my pho chin nam (#8).
I see they also have bun bo hue on the menu so I'll have to try that sometime soon.    
Nom nom.

Friendly staff.

See ya there!",5,-1,BATCH FAILED: Incomplete predictions
ZTBSDNo538Ephof6NLIf8A,Wasn't impressed. Dressing tasted like a store bought bottle dressing and tomatoes very very mushy.,2,-1,BATCH FAILED: Incomplete predictions
qdkjDNuSUVLekIXwxya4eQ,"This review is specifically for my experience at Trader Vic's last night (a Saturday night) for Happy Hour (4pm - 7pm).

My wife and I and two friends had a great time!  We spent the Happy Hour in their outdoor bar area - so cool - which is slightly shaded and very calming.  The apps were tasty, especially for their low, low prices, and my wife really liked her  vodka cocktail on special.  They didn't have any beers on special, but I had a draft Stella anyway.

Neither of us cared much for the fried calamari, but it wasn't bad, just not our style.  Everything else - the edamame, mini-burger, and sweet potato fries - was awesome.  Oh, and speaking of awesome, so was the service.  The waitress was friendly and helpful, and the bussers were very attentive!

We will be back for Saturday's Happy Hour again soon.",4,-1,BATCH FAILED: Incomplete predictions
1ardaspyAbC7etWK9nuOQg,"I'm giving the 3 stars solely for 1 reason: 
The veggie sandwich! 

There's normally only 1 person waitressing/taking orders, so expect a slow turn around during breakfast & lunch time. To avoid the crowds I'd pick up a flier in the morning, call around 10 am & pre-order for pick up. If I had no time to wait to check out I would simply ask for delivery. A girls gotta eat! :)",3,3,"Rating: 3 stars (Acceptable but unremarkable). The review highlights a positive aspect (the veggie sandwich) but also mentions slow service, indicating an average experience."
eRm_2IWGdWO8BgkAF1N78w,"Years ago, and I do mean years ago, their Mill Avenue location in Tempe, was outstanding.

As they expanded, the food along with the total expierence has gone DOWNHILL, big time.
Why has this happened ... they're doing franchising.  

I'm suggesting a name change:
""My Big Fat Greek Disappoinment""",2,2,"Rating: 2 stars (Below expectations, some problems). The review expresses disappointment with the decline in quality and suggests a negative experience overall."
AU1oha0Z1rAYNZzF8RtLeQ,"Really?  Because it doesn't get any better than this.  For what it is and for what it's worth this place is truly unique.  A slight step up from a hole in the wall type of place, this quaint spot serves up good, tasty, and satisfying food hot from the kitchen.

What is a pasty?

A pasty's history can be associated with the tin miners in England.  The story goes that these miners were covered head to toe in dust and other nasty stuff and would eat these calzone like dishes as a means to have nourishment without the need to return to the surface.  Supposedly, the miners were able to eat the pastry like food by holding onto the ""handles"" and when done, discard the tainted remains into the mine thereby appeasing the spirits that haunted the mines.

At the Cornish Pasty Co. I can first hand recommend the Chicken Pesto.  Very good flavoring and filling.  Or you can go with the more traditional route with beef, potatoes, and swede.  The sauces that come with your pasty are there to accent the",5,4,"Rating: 4 stars (Very good with minor flaws). The review is very positive about the food and experience, but the mention of it being a 'slight step up from a hole in the wall' suggests minor flaws."
7dqQJWr3W-CdREv0-BDuoQ,"Oz is a great local bar and a nice change from the bumping Charlie's (which, don't get me wrong, is still a good bar). Booker, the bartender, is the coolest and will bring you any of the toys on the back counter, so long as he has time. The cheap prices, awesome juke box (sorry Korina, we were probably the ones playing all the Madonna) and a chance of spotting Stephanie Ann--the most fabulous drag queen around who really knows her vodka--are but a few of the reasons why I  love this place. It's also walking distance from my BFF's house.",4,5,"Rating: 5 stars (Exceptional, exceeded expectations). The review is enthusiastic about the bar, the bartender, and the overall experience, indicating a perfect visit."
81sTvcZ05tgMhZaGICnAEw,"Love the atmosphere and how trendy rhus place is, reminds me of Nip/tuck kinda, the way they have it set up. I had thd NY strip steak and i don not think it was worth the price. The steak did not come with a side. Sides are ordered seperately. Great customer service, however I don't think I will be eating here again.",3,2,"Rating: 2 stars (Below expectations, some problems). The review mentions a trendy atmosphere but expresses dissatisfaction with the value of the steak and indicates a lack of intention to return."
nnSlvK-pDhWnZUZVEffn2w,"I dropped off a ton of things here when I was liquidating my life in this town and it was a terrific experience.

Their donation program is quick and easy (just drive around to the back of the store and put it in a bin) and really helps out people by selling things at affordable prices and the profits go to provide assistance to the community.

Such great people at this location especially.",5,5,"Rating: 5 stars (Exceptional, exceeded expectations). The review praises the donation program and the helpfulness of the staff, indicating a very positive experience."
ohGv9HXmVxImPpfuQ24UHg,"I ALWAYS pay in cash at this Panda's. If it wasn't across the street from work, I wouldn't go here at all.

Two separate times I have been double billed on my debit card for my lunch. I'm not saying it was intentional, but either way it is annoying to have to dispute a charge with your bank.

Fair warning.",2,1,"Rating: 1 star (Multiple critical failures). The review highlights serious issues with billing errors, leading to a frustrating experience, which warrants the lowest rating."
xuhlhYUPLBOHMFiYxEPtEw,I love love Barrio Cafe. The food is amazing and it is very cute and artsy.,5,5,"The review expresses strong affection for Barrio Cafe, highlighting the amazing food and cute atmosphere, which indicates an exceptional experience."
AAVhWT301YqbZQ-Oxp3NlA,"La Condesa is in a rather unassuming location in Phoenix.  But has a nice atmosphere when you get inside.  The first thing I noticed was their huge salsa bar.  We sat down and were brought menus and chips.  I tried most of their salsas.  They all had their own very unique flavor.  the peanut salsa was really interesting.  My favorite was their tomatillo salsa.  

I ordered the Oaxaca Mole taco and a carne asada taco.  The mole was excellent with great flavor.  The carne asada was bland and flavorless...huh?  I dumped salsa on the carne asada taco and when finished was rather disappointed in that particular offering.

Also ordered their calabacitas.  They were seasoned well and tasted great.  

I had a bite of my partner's pork taco and it was amazing.  

I am glad we found La Condesa and I will definitely visit again to try some more of their menu offerings.",3,4,"The review shows a generally positive experience with great food and atmosphere, despite some disappointment with one taco. Overall, it indicates a very good experience with minor flaws."
Jz3RU93vI7YWcfOpbe9tQw,"Tried the Restaurant Week special, and chose the Stetson chopped salad, mixed mushrooms with polenta, and bread pudding.  The Stetson chopped was amazing.  The preparation is beautiful when they bring it out, and then the taste is the perfect mix of sweet, savory, crunchy, soft once the salad is mixed up.  I tried some of the testosterone salad, which was decent, and filled with a lot of well prepared beef, but it didn't quite compare to the chopped salad.  

Just as a general side note, if you choose the restaurant week menu and have the chopped salad and then the mushrooms, I think the flavor of the chopped salad is more bold than the mushrooms, so the mushrooms will taste bland to you.  This happened to me as I transitioned from the salad to main dish, but when I took the mushrooms home in a to go box and ate them later, the more delicate flavor showed through and I appreciated it a lot more.  

The bread pudding was amazing.  Perfectly moist, with lots of flavor, and not too sweet.",5,5,"The review describes an amazing experience with standout dishes and beautiful presentation, indicating an exceptional dining experience that exceeded expectations."
NF44zbH5km75xnXpbmFObA,"Yum! Delicious tasting pizza, a wonderful atmosphere, and oh those  Nutella crepes are devine!",4,5,"The review is enthusiastic about the delicious pizza and Nutella crepes, indicating a perfect experience that exceeds expectations."
-5jtdmmE6PWZOzGRzO1j5w,"I had a chicken panini and was more than enough! It was dinner and lunch!

They have this special bread that is like a big bun. The people is very friendly and patient to explain their different options. Nice place, and for sandwiches it was just good.",4,3,"The review is neutral, describing the food as just good and the experience as acceptable but unremarkable, fitting the criteria for a 3-star rating."
KiMfNA05aF5x_Zq2iu4H_A,"I have to admit: I am impressed.

I have been to a few vegan-only-menu restaurants and I was... underwhelmed. Nothing against the raw food movement, but unless it is a raw-specific place, I expect more creativity. Show me what food can do, be, taste like. Don't just cut it up and toss it on a plate.

Four of us came in to eat on a Saturday and the place was PACKED. A good sign, surely, AND it was a really great mix of demographics: young and old, many nationalities, singles, couples, families... we liked that it had a wide appeal.

The place smelled fantastic, too, so we started perusing the menu long before we had a table to sit at. We waited about ten minutes for a table. It's a bit like a cafeteria in that you order and pay at the counter, and the food is brought to your table.

While we waited we were given a bowl of the ""house soup"" which, basically, was warm carrot water with a piece of carrot or two and some tiny, tiny mushrooms. We all agreed that it needed more of a broth flav",4,2,"The review expresses disappointment with the house soup and a lack of creativity in the food, indicating a below-expectation experience with some problems."
x3h3JziyT5SLgYalApzqRA,"I am a huge fan of local coffee shops with free wifi. I am also a huge fan of iced lattes. I know, how trendy of me, don't judge, I have some weird phobia about drinking hot lattes...I can't explain it...getting off track...anyway! Cartel!

I really like getting my work done here. This is a short walk away from J's place so whenever I'm in town and need to get work done, I head here.
I like the decor, I like the music they play (I don't even need to tune out with my headphones and spotify like I normally do when at coffee shops), and the coffee is pretty good. The ambience is chill and very oddly conducive to me getting things done. The staff here is really nice and friendly too.

Note: They also always have tempting pastries that one day I am sure I will break down and try. I'm nearly positive they'll be delicious.

Like the 4 stars say...

Yay! I'm a fan!",4,4,"The review reflects a very good experience at the coffee shop, highlighting the ambiance and friendly staff, with minor room for improvement."
ssxtRkC4mLcnxgdmbk7Z9A,"OK, let's face it: there are better steaks in the Valley. As a matter of fact, if you just took the steak at face value, it might not even crack the top 5. 

But Durant's is not just about the steak, or even the food. 

Durant's is a classic in every sense of the word, the type of place that can rarely be found anywhwere in Phoenix. It's also a lively and classy night spot, something that didn't exist anywhere in downtown Phoenix for years, and as several new places have developed around Durant's overe the past few years, it has remained consistent and cool. 

And that's what Durnat's is really about. Yeah, the steak is pretty good. The seafood's alright. The bread with the hot garlic butter is awesome. But Durant's is just COOL. It's classic Vegas, Rat Pack-style cool, and you feel it from the moment you walk in.",4,4,"The review highlights the ambiance and classic feel of Durant's, indicating a very good experience overall, despite the steak not being the best. This aligns with a 4-star rating as it shows enjoyment"
CNuixieP6B-BRKGZyWpcGQ,"This is a great dog park.  Plenty of grass to run around on, and there is always a good crowd to play with.  And drinking fountains and places to sit.  The majority of the dogs are nice, but there are a few Scottsdale poodles who think they are the shit and their owners just ignore their bad behavior.  I just stick my gum in their curly hair and go on with my day.

The best part of the park is when I get home and the dog takes a nice long nap, and I can do chores in peace.",5,3,"The review describes a decent dog park experience with some positive aspects but also mentions negative behavior from some dogs. This suggests an acceptable but unremarkable experience, fitting a 3-­‐"
TbYplh9exegRgGUS55VBfQ,"This has got to be the best barber shop I've ever been to in my 38 years on this planet.  I was always getting terrible haircuts at places like Great Clips and Hair Cuttery (when I lived in Virginia Beach), and I just assumed it was because I naturally had jacked-up hair.  After getting my first haircut from Israel (the barber, not the country), I know I'd have a hard time looking elsewhere.  I don't know if these dudes were ever in the military, but their attention to detail is top notch.",5,5,"The review expresses high satisfaction with the barber shop, emphasizing exceptional service and attention to detail. This clearly exceeds expectations, warranting a 5-star rating."
gVf9VqVVK7BM5HNTcDbakg,Got a pretty decent HAND car wash for $15.00.  They asked about extras but weren't pushy about it.  After I paid I noticed their gas prices.  They were about $0.20 less than the going rate in the area.  The frosting on the cake was that I got a $2.00 senior discount.,4,4,"The review indicates a very good experience with the car wash, mentioning decent service and a good price. This aligns with a 4-star rating as it shows satisfaction with minor flaws."
37OUFjqDHZpGgqZAHgy4bA,Home made fresh noodles.  Reminds me of San Francisco china town food.,4,3,"The review is brief and lacks detail, simply stating that the homemade noodles remind the reviewer of a specific place. This suggests an average experience, fitting a 3-star rating."
EGuENavQY3Lz5XMR2kaZSg,"This really is more of a lady's hardware store with more design/decorating stuff, small appliances, and such. But this time they had something HD didn't, and at a good price.  Almost exactly what I was looking for, too.

Even if you're a die-hard HD shopper, it doesn't hurt to check here too.",3,4,"The review indicates a positive experience with the hardware store, noting good prices and a specific item found. This suggests a very good experience with minor flaws, fitting a 4-star rating."
yOzUD3HgusvV_oi6su066w,"I found this on yelp and what a great wine bar! I went here last night after work with friends and we shared a bottle of wine and had sandwiches. It was so good can't remember either name of the wine or food.
It was very small inside which made it cozy.",4,4,"The review expresses enjoyment of the wine bar and the cozy atmosphere, indicating a very good experience overall, which aligns with a 4-star rating."
oGU0nYP_wzyffWt7HsZ68g,"The very definition of an average brunch.  My omelet was pretty decent, and it's nice that they let you choose a bunch of ingredients if you want to.  However the breakfast potatoes are extremely weak, fairly bland and underseasoned and are probably not hand cut and prepared.  They are mixed with an uninspiring blend of green peppers.   The rest of my table seemed to feel about as enthusiastic as I did about their breakfast burritos.

The service was also pretty slow.  Despite the awesome patio and pretty good eye candy among the patronage here, this place is definitely one you can skip.",3,3,"Rating: 3 stars (Acceptable but unremarkable). The review describes an average brunch experience with decent food but slow service and bland potatoes, indicating it meets basic expectations but lacks,"
iSxZ2wCLeh738TfpVVz5Xw,Glorified Pei Wei,3,2,"Rating: 2 stars (Below expectations, some problems). The review is very brief and negative, suggesting disappointment with the food, which aligns with a low rating."
lOvdXM6zXyzxpMxptY4PYw,"Another great Italian find!

My BF and I went to Roma Garden for dinner last night because he was given a gift certificate there from a friend.  We'd never heard of it, but we're always up for trying something new, especially with $50 towards our meal.  We pulled up to their strip mall location without expectations and we were both pleasantly surprised!

When you walk in, the lighting and decor are welcoming and the staff is friendly and attentive.  It was a Thursday night and there were plenty of other guests in the restaurant, and there was a lively energy in the air.  After browsing the menu, I ordered one of the few 'Chef's Specials' of the night - tilapia with fresh veggies and pasta in a lemon caper sauce.  BF went with Pollo Parmagiana.  He had a glass of cabernet and I had pinot grigio... and voila - a warm bread basket arrived on our table at just the right time!

We were both happy with our orders when they arrived as well... the fish was cooked just right and the sauce was t",5,4,"Rating: 4 stars (Very good with minor flaws). The review highlights a pleasant surprise with good food and service, but lacks a conclusion, indicating a strong positive experience."
_37x0HOMHnlKUdhkrrCcTw,"I'm not a coffee snob, but I love a good Americano.  

This place has the charm you'd expect from a locally owned coffee shop complete with  eclectic decor, artwork on the walls, odds-and-ends of gaudy lamps and stained-glass windows.  The coffee is pretty good from what I have experienced.  The air-conditioning is right where it needs to be as well. 

Most important factor for this business:  very nice staff.  That alone makes me want to come by more often.",4,4,"Rating: 4 stars (Very good with minor flaws). The review appreciates the charm, good coffee, and nice staff, suggesting a very good experience overall."
_UeF6NX6eBLdV4gGKDmzYQ,Went here while on vacation in Phoneix based on seeing it on Man vs Food. Could not have been more impressed. Food was amazing. Far above expectations.  The torta was huge and delicious. Would highly recommend it to anyone looking for a fantastic authentic meal at a good price!,5,5,"Rating: 5 stars (Exceptional, exceeded expectations). The review expresses high satisfaction with the food and recommends it, indicating an exceptional experience."
gwbYi4ykkOKh3CKJXIbtcA,"The Hyatt Place Scottsdale is a hidden jewel in old town, just off the main drag this place is perfect for a weekend getaway.  They offer complimentary breakfast which is pretty standard but nice and even have ""real"" plates and utensils vs. plastic products.  They also have free WIFI and the rooms are HUGE!  It is a great place to take the family since the kids can stay in the first part of the room on the sofa sleeper while you can crash on the comfy bed closer to the TV.
The only reason I give 4 stars vs. a perfect 5 is because the pool is really small and not that great.  If they upgraded the pool a bit they would be golden.",4,4,"Rating: 4 stars (Very good with minor flaws). The review praises the hotel and amenities but notes a small pool as a drawback, indicating a very good experience overall."
lDEHoRGTujPGZ0gSQ8uP-w,This is my neighborhood grocery store. It's at the two locations I shop at most. It's always clean and well stocked and I never have to wait in line for very long.,4,3,"Rating: 3 stars (Acceptable but unremarkable). The review describes a clean and well-stocked grocery store with no major issues, indicating an average experience."
IktgaHr6D1QppoYCvnxQtw,"Some of the food here is fantastic such as the Chicken Corfu $14.95 and others like the Gyro I found to be less than good becasue the meat was very dry some parts burnt with the obviously strong taste of fish.  I sent it back and they took it off our bill.  The remainder of the meal which consisted of the Corfu, salads and soup was great and our waitress; the owners daughter promised to address the Gyro with the kitchen.  This restaurant is located at the park in Fountain Hills with unobstructed views of the lake and fountain which erupts every hour spraying water more than 500 feet in the air.  We took a nice walk in the park after dinner which was very relaxing.  Recommended",4,4,"The review highlights both fantastic food and a significant issue with one dish, but overall, the experience was positive with good service and a pleasant atmosphere. This aligns with a 4-star rating,"
yj_yJ_x0qvFhotz891qh_Q,"If you have $6 burning a hole in your pocket, and would like a thimble full of ice cream, this is your place. They have a terrific selection of flavors, and you can sample as many as you want before choosing, not to mention they are part of a coffee shop too. Unfortunately, they charge you a thousand dollars for a scoop of it. I'd rather go to Mary Coyle and get a Banana Split for that price, or just save my money because the idea of paying $6 for a scoop of ice cream is absolutely a fool parting with his money.

Two stars because it actually was tasty.",2,2,"The reviewer expresses disappointment about the high price for a small serving of ice cream, despite acknowledging that it was tasty. This reflects a 2-star rating due to unmet expectations and a poor"
mGVU-oYnheibMlBjYOyhvA,"Loved the atmosphere most of all.  This is a converted bungalow house that should set an example for downtown revival in the future.   Very respectable selection of beer and wine and a limited menu, but with creative selections.

* The house beer, made by Four Peaks, tasted like something made by Four Peaks, which, if you've ever had a beer crafted by Four Peaks, is the sincerest of compliments.

*  The ""G Red"" blended red wine didn't suck.  

*  The Ham and Eggs:  Deviled eggs were quite tasty.  The ham was medium-thickly sliced and put on a stick.  Nicely warmed.  How could you possibly f up ham?

*  Grilled cheese and tomato soup:  Both quite delicious.

* Cheese plate:  Three cheeses with toasted almonds, crackers, dried apricot and apple half.  I've had better cheese.  Not the greatest selections.  Could stand to include a nice blue.

An overall pleasant experience, but I agree with Omer K. that the music was distractingly loud.

Fortunately, our service was acceptable.  No compla",4,3,The review describes an average experience with some positive aspects but also mentions distractions and a few shortcomings. This fits the 3-star rating as it indicates an acceptable but unremarkable
hfJl7JpIuq_8m8nQhHiSqg,"This is the new mecca of Phoenix music. 

Charlie Levy who booked for the now legendary Nita's Hideaway and also the owner of Stateside Presents is the man behind it all! He is a music fan first and ... well ... that's just what he is ... a music fan not a natural businessman. 

The place is just beautiful (for now, soon to be broken with the wear and tear of rock and roll no doubt). The room is small ... stage big (for the size) ... no doubt this is going to be the best place in the city to see any band for a long time to come!

Thank you Charlie!

Music fans unite! This place MUST thrive!

btw ... they have live music every single night of the week ... and they open at 4pm every day (the lounge will have musicians and DJs for your entertainment).",5,5,"The review is overwhelmingly positive, praising the venue and its potential for music lovers. The excitement and enthusiasm expressed suggest an exceptional experience, warranting a 5-star rating."
hYGWhzZtfwR8Ygt0l-2iNg,"This is a really nice coffee shop and restaurant tucked away in a corner toward the east end of City North. They have great food, wine and, well of course, coffee. We were there last Saturday and they had live music as well as an artist. April Howland from Howland Studios was there painting and giving a live demonstration. I am not certain how often they have music and an artist but if you managed to catch them one of these nights, you won't be disappointed. Also, make sure you try one of their fruit smoothies. They are simply amazing.",4,4,"The review conveys a very positive experience with great food and live entertainment, indicating a strong likelihood of returning. This aligns with a 4-star rating."
BcLe4aGMam8nwLIZj2DTzg,"Took Mom for dinner Monday night. This was the second time I took her here, and it'll be the last! Guess Tapino just isn't for her. Out of the three small plates we shared, she only enjoyed the lamb kabob over quinoa ($9). It was the second-best dish of the three I enjoyed.

I'd wanted to try a glass of rose ($7), since Mom is a fan, but she was ""too tired"" to have wine, so I'll have to bookmark that for next visit. We started w/ the butternut squash ravioli w/ sage butter ($8; mmm... I adore brown butter and sage... My Mom, however, doesn't). I appreciated the sweet creaminess of the squash puree against the slight toothiness of the ravioli. The sage butter added just enough salt to the dish, while the toasted candied pecan bits on top added impeccable crunch! How I wished I had all three pieces! (She ate one and didn't even enjoy it! How infuriating! LOL)The second dish we tried was the baked escargots w/ butter, parsley, lemon, and puff pastry ($7). Compared to the multi-faceted rav",4,2,"The review indicates disappointment with the dining experience, particularly due to the mother's lack of enjoyment of the dishes. This suggests a 2-star rating as it reflects below expectations."
lztAHL-LKCXF-M4PxmmvPg,"I am a very loyal customer to pure sushi and have been for over 2 years now. Up until about 6 months ago I would have given this place 4, possibly 5 stars, but with the horrible service I have encountered the last 6 months I'm only giving it 2. Normally I order my food to go at the bar and just take it home and eat it. But the for the last 6 months when I go in to order my food at the bar, its always the same bar tender working and she is rude. The last 3 times I have been into order food I ended up just walking out and not ordering anything. She is always taking to what seems to be her friends at the bar. I always know what I want right when I go in, so there is no need for a menu, she greets me and hands me a menu totally ignoring me telling her that I already knew what I wanted. Then she precedes to talk to her ""friend"" or whoever at the bar for 15 minutes before taking my order. I know all of her personal business and even what she plans on wearing to her friends wedding in a few w",2,1,"The reviewer expresses frustration with the service and has had multiple negative experiences, leading to a strong dissatisfaction. This aligns with a 1-star rating due to critical failures in service"
